0.013049	-0.047988	-0.008534	-0.129461	-0.032149	-0.064342	0.101074	-0.111928	0.083109	-0.032435	-0.019177	-0.037842	-0.006649	0.038955	0.082846	0.119812	0.015071	-0.041371	0.029334	0.052669	0.002029	0.015765	0.007132	-0.01537	-0.062142	0.155721	0.018539	0.054427	-0.145401	0.021891	-0.093117	0.034745	0.120211	0.016885	-0.05651	0.023033	0.111382	0.030119	-0.085482	0.037903	0.03481	0.007927	-0.070718	-0.049309	-0.023038	0.044286	-0.064045	0.0738	0.095055	-0.041299
0.056959	-0.028078	0.03939	-0.16074	-0.022868	-0.03246	0.134726	-0.136217	0.119716	-0.051218	-0.062207	-0.02396	0.05755	0.082201	0.152423	0.164093	0.029151	-0.024425	0.037652	0.112325	0.052812	0.007766	-0.058074	0.020342	-0.068407	0.144191	0.034927	0.069664	-0.155764	-0.035288	-0.110691	0.141521	0.054288	0.033622	-0.084371	0.056414	0.143851	0.001242	-0.057837	0.010818	0.08682	0.026978	-0.089159	0.000138	0.080377	0.003709	-0.06605	0.106821	0.08121	-0.093719
0.033447	-0.056074	-0.008292	-0.1436	-0.029997	-0.051511	0.11675	-0.102538	0.064219	-0.011178	-0.051421	-0.041355	-0.017381	0.0369	0.083209	0.107563	0.008132	-0.028496	0.03205	0.070194	-0.011862	0.034827	-0.016147	-0.011444	-0.075335	0.159129	0.037307	0.043128	-0.133191	0.042158	-0.072124	0.052364	0.11449	0.040345	-0.037591	0.004544	0.118742	0.034626	-0.099593	0.028856	0.033722	0.023967	-0.060762	-0.052654	-0.005514	0.018521	-0.092888	0.068003	0.092584	-0.053391
0.004989	-0.040526	-0.098168	-0.084152	-0.029727	-0.080072	0.111042	-0.144418	0.151092	-0.046528	-0.087822	0.066501	-0.044864	0.144094	0.112996	0.175821	-0.056724	-0.102881	0.086397	0.086572	-0.025924	-0.036845	-0.004682	-0.042969	-0.115288	0.21003	0.073277	0.081172	-0.165248	0.038223	-0.084982	0.14754	0.197779	-0.02335	-0.030232	-0.006677	0.128765	0.003685	-0.128718	0.08881	0.105081	-0.025281	-0.121612	0.012824	0.073738	0.036033	-0.087461	0.051794	0.118063	-0.091186
0.02089	-0.047495	-0.016385	-0.162039	-0.007678	-0.060122	0.137471	-0.115156	0.104962	-0.054354	-0.073712	-0.031982	0.024042	0.06458	0.117211	0.158382	0.023137	-0.019475	0.072078	0.109243	0.056914	-0.004117	-0.039489	-0.008497	-0.07962	0.172899	0.035759	0.079691	-0.182364	0.024499	-0.111285	0.121971	0.097994	0.018565	-0.04906	0.015129	0.161151	0.036023	-0.110211	0.073773	0.066058	-0.025606	-0.070163	-0.023811	0.038751	0.023131	-0.114699	0.115699	0.079294	-0.091483
0.031059	-0.045148	-0.001011	-0.142097	-0.009564	-0.029422	0.15296	-0.080606	0.126088	-0.00899	-0.055114	-0.021266	-0.011908	0.036942	0.106255	0.132497	0.017509	-0.006407	0.071482	0.122011	0.007285	0.064364	-0.038187	-0.035405	-0.078237	0.138067	0.050555	0.123794	-0.185801	-0.010374	-0.04217	0.056645	0.134551	0.031348	-0.016787	0.06146	0.166642	0.013963	-0.126895	0.013357	0.056277	0.006579	-0.059772	-0.027942	0.001272	0.006296	-0.101254	0.09062	0.073971	-0.04128
-0.136422	0.073616	0.011011	0.038831	0.118776	0.020431	0.098951	0.113201	0.061143	-0.120937	0.053542	0.022565	-0.029524	0.041314	-0.002239	-0.05082	-0.15178	0.093924	0.082858	-0.162322	-0.052046	0.1165	0.087392	-0.030475	-0.110281	-0.013386	0.030881	-0.081235	-0.15912	0.076412	-0.023659	0.095676	0.017081	0.085792	-0.083728	-0.006144	-0.062876	0.109206	-0.138032	0.057168	-0.043002	-0.18227	0.028658	-0.179632	0.102468	0.196212	-0.044756	0.014875	0.015169	-0.027522
0.048898	-0.067001	-0.007777	-0.191727	-0.012949	-0.066741	0.14719	-0.073308	0.070289	0.040085	-0.076427	-0.046331	-0.005303	0.055168	0.108729	0.14311	0.022567	-0.001552	0.087606	0.081081	0.018473	0.025292	-0.011552	-0.034481	-0.070903	0.18424	0.049981	0.054814	-0.174106	0.013431	-0.094151	0.089925	0.124996	0.043718	-0.030248	-0.004305	0.15769	0.028031	-0.103308	0.061819	0.021982	0.028196	-0.076356	-0.043095	0.029475	0.013014	-0.130938	0.088982	0.119216	-0.040032
-0.113132	-0.047479	0.136719	-0.073571	-0.149346	0.028579	-0.119449	0.083328	-0.011243	-0.098786	-0.032845	-0.011016	0.088954	0.129857	-0.128361	-0.252711	0.040329	-0.238149	0.046583	0.028302	-0.185986	0.122131	0.104065	-0.030834	0.130167	0.195344	0.095146	0.104916	-0.028772	0.175908	0.085746	0.005246	-0.029108	0.039219	0.159236	0.02371	-0.007964	-0.296968	0.077089	0.068935	-0.158586	0.188277	0.02586	-0.005515	-0.092442	-0.102754	-0.094689	-0.046758	0.206769	0.157086
0.12025	-0.083664	0.058547	-0.345216	0.023662	0.158744	0.251586	0.027228	0.209122	0.154045	-0.031567	0.014421	0.109821	0.051064	-0.029635	0.141171	0.028657	-0.119898	0.155775	0.255956	0.0866	0.193762	-0.006871	-0.056795	-0.124827	0.260665	0.16638	0.276923	-0.277476	-0.160392	-0.03312	-0.012028	0.037092	0.020256	0.024052	0.159127	0.259654	-0.040728	-0.107265	0.035638	0.070276	-0.030163	-0.091892	-0.018473	0.149978	-0.106878	-0.162996	0.014677	0.078227	0.159858
0.078322	-0.051953	0.134656	-0.130298	-0.031342	0.240901	0.325386	0.036558	-0.208507	0.267694	-0.004613	-0.029842	0.085454	-0.123435	-0.10207	-0.175529	0.144468	-0.00494	0.057485	0.104934	-0.224367	0.131685	0.114564	-0.08956	0.144318	0.157528	0.164465	-0.023896	-0.198383	-0.002259	0.20558	-0.1342	0.268431	0.058615	-0.134551	0.070349	0.19412	-0.06457	0.186997	-0.014614	-0.064249	-0.028674	-0.022744	-0.060491	-0.09061	-0.160834	-0.00326	-0.052666	0.069351	0.043942
-0.056671	-0.052324	-0.056758	-0.234896	0.008184	0.013236	0.088035	-0.018172	-0.04114	0.056196	-0.089373	0.036521	0.105697	-0.105454	-0.059831	0.014905	0.020089	0.128319	0.063447	-0.036982	0.038451	0.201078	0.061508	-0.067451	-0.138438	0.158804	0.10037	0.123189	-0.227926	0.074257	0.08845	-0.015436	0.125806	-0.002217	0.064706	0.006473	0.211826	-0.030237	-0.025478	0.040076	0.059591	0.063768	-0.087032	-0.011273	0.007321	-0.091793	-0.134501	0.027238	0.010523	-0.055814
0.034583	-0.013039	0.206322	-0.413064	0.094743	0.029546	0.341906	-0.13526	-0.061085	0.187932	-0.125889	0.065834	0.102239	-0.111555	0.02733	0.142353	0.15259	-0.12375	0.282883	0.17454	0.060833	0.107056	0.079139	0.055149	-0.00321	0.301931	0.017625	0.175924	-0.407565	-0.056616	-0.028825	0.112809	0.200612	0.051466	0.107623	-0.033153	0.31377	0.047916	-0.014044	0.132349	-0.04338	0.098384	-0.180763	-0.068951	0.132668	-0.036236	-0.214713	0.137994	0.016494	0.105038
-0.063991	-0.234709	-0.035658	-0.343963	0.0241	0.061103	0.106127	-0.09642	0.076185	-0.048664	0.001103	-0.068247	0.033908	-0.071904	0.07847	0.166776	-0.058138	0.067166	0.029163	0.166498	0.053129	0.192442	-0.036474	0.040553	-0.339917	0.185285	0.169137	0.177311	-0.422093	0.011923	-0.052582	0.048847	0.138938	0.009658	0.098602	0.019323	0.351651	0.02213	-0.254074	0.050365	0.132602	0.034365	-0.121393	-0.138235	0.113075	-0.094358	-0.2111	0.040732	0.006452	-0.078235
0.07722	-0.057931	0.100512	0.048972	-0.011183	0.156845	0.121588	0.031232	-0.162693	0.239942	0.063077	0.008761	0.056379	0.063529	-0.066083	0.111408	0.182039	-0.014306	0.221636	0.099778	-0.073313	-0.216051	-0.043937	0.086627	-0.017096	0.060433	0.210671	0.137169	0.15076	0.002485	0.200573	0.011536	0.0558	-0.047208	-0.038146	0.004319	0.058639	-0.206853	0.166587	0.089848	-0.052022	0.021562	-0.190319	-0.083101	-0.126136	-0.080048	0.270995	0.01331	-0.027189	0.132539
0.111602	-0.171404	-0.018661	0.066546	-0.05848	-0.005243	-0.005444	-0.034699	-0.087966	0.240155	-0.096803	0.03961	0.126811	-0.293663	-0.056137	-0.013209	0.128384	0.026272	-0.126121	0.051387	-0.124511	0.084446	0.011455	0.044073	0.20754	0.247293	0.108556	0.076284	0.225043	0.050726	0.28014	0.02149	-0.040168	-0.026301	0.020577	0.012746	0.178102	-0.015985	0.238187	0.01497	0.060099	-0.072933	-0.068161	-0.019844	0.016939	-0.122556	0.163436	-0.086932	0.045069	-0.10297
0.041332	-0.135992	0.079449	-0.128976	0.034684	0.027386	0.123826	-0.135144	-0.092577	0.138423	-0.182184	-0.153609	-0.118744	-0.135155	0.118398	0.036133	-0.046504	-0.113453	0.046958	0.101351	-0.103069	-0.064475	-0.058469	0.048334	-0.0919	0.044957	0.084258	-0.089474	-0.151051	-0.098084	-0.014666	0.07617	0.1799	0.094089	0.079807	-0.062305	0.249091	0.0806	-0.085581	-0.004992	0.0654	0.027657	0.014253	-0.110304	0.14017	-0.133826	-0.162427	-0.031742	0.058208	-0.214766
